"통계분류(1)",통계분류(2),2014,2014,2014,2014,2014,2014,2014,2014,2014
"통계분류(1)",통계분류(2),표본수,매우불만족,불만족,다소불만족,보통,다소만족,만족,매우만족,평균
"전체",소계,5605,0.4,1.4,3.1,21.5,33.1,36.3,4.3,5.12
"성별",남성,2574,0.6,1.7,3.2,21.5,32.1,37,3.8,5.09
"성별",여성,3031,0.2,1,2.9,21.4,33.9,35.7,4.8,5.14
"연령별",15~19세,410,0.3,1.5,2.2,18,40.9,32,5,5.14
"연령별",20대,822,0.5,1.4,2.7,16.2,36.3,39.6,3.3,5.18
"연령별",30대,1071,0.6,1.8,4.3,22.6,30.3,36.4,4,5.05
"연령별",40대,1127,0.3,1.5,3.5,27.4,32.1,31.8,3.4,4.98
"연령별",50대,1091,0.3,1.6,2.7,22.7,29.9,37.8,5,5.14
"연령별",60대,616,0.2,0.3,1.6,24.5,30.9,37.2,5.3,5.19
"연령별",70세이상,468,0.5,-,2.3,9.4,37.1,43.6,7.1,5.42
"학력별",초졸 이하,584,0.5,0.5,2.1,15.7,31.9,41,8.3,5.34
"학력별",중졸,660,0.4,0.7,1.9,15.9,37.8,38.6,4.7,5.25
"학력별",고졸,2417,0.3,1.6,3.3,23,34.4,33,4.2,5.06
"학력별",대졸이상,1944,0.5,1.5,3.3,22.5,30.5,38.3,3.5,5.1
"동거가구원수별",1인,498,0.9,0.9,1.8,16.4,36.3,39.1,4.5,5.22
"동거가구원수별",2인,1169,0.2,0.8,2.4,21.8,31.2,39.1,4.4,5.18
"동거가구원수별",3인이상,0,-,-,-,-,-,-,-,-
"동거가구원수별",3인,1095,0.4,1.7,2.9,23.7,30.9,36.5,4,5.09
"동거가구원수별",4인,2444,0.4,1.3,3.1,21.1,35.4,34.7,3.9,5.1
"동거가구원수별",5인 이상,399,0.7,2.5,6.5,22.1,24.3,36.5,7.4,5.06
"혼인상태별",미혼,1433,0.6,1.6,2.7,17.1,37,37.3,3.8,5.15
"혼인상태별",기혼,3757,0.3,1.3,3.2,24,31,35.9,4.2,5.08
"혼인상태별",사별/이혼/기타,415,0.3,0.8,3.2,15.6,35.5,36.5,8.2,5.28
"가구주여부별",가구주,2331,0.6,1.5,3.3,21.9,31.5,36.7,4.4,5.1
"가구주여부별",가구주 아님,3274,0.3,1.3,2.9,21.1,34.1,36.1,4.2,5.13
"종사자지위별",임금.봉급 근로자,2295,0.6,1.4,3.5,22,33.3,35.7,3.4,5.07
"종사자지위별",고용원을 둔 사업자,128,-,0.4,3,27.4,24.5,37.3,7.3,5.17
"종사자지위별",고용원이 없는 자영자,879,0.4,1.3,3,27.3,27.1,36.8,4.1,5.06
"종사자지위별",무급가족종사자,127,-,3.7,3.4,21.6,21.4,45,5,5.15
"종사자지위별",해당없음(무직),2176,0.2,1.3,2.5,18.4,36,36.4,5.2,5.19
"가구소득별",100만원 미만,434,0.3,-,1.8,16.8,32.4,40.2,8.4,5.35
"가구소득별",100~200만원,599,0.9,0.6,2.3,18.8,32.1,40.6,4.7,5.21
"가구소득별",200~300만원,897,0.3,1.4,4.2,26,34.7,29.3,4.1,4.98
"가구소득별",300~400만원,1474,0.4,1.7,2.3,17.8,36.3,36.9,4.6,5.17
"가구소득별",400~500만원,1180,0.4,1.6,3.2,20.1,34,37.1,3.7,5.12
"가구소득별",500~600만원,645,0.5,1.1,4,25.9,28.5,37.1,3,5.04
"가구소득별",600만원 이상,375,0.2,1.9,3.1,28,25,37.4,4.4,5.06
"가구소득별",무응답,1,-,-,-,100,-,-,-,4
"지역규모별",대도시,2323,0.4,1.6,2.7,20.8,35.7,34.8,4,5.1
"지역규모별",중소도시,2038,0.5,1.2,3.4,24.4,31.7,34.3,4.5,5.07
"지역규모별",읍면지역,1244,0.3,1.1,3.1,17.6,29.8,43.4,4.7,5.24
"권역별",수도권,1538,0.5,1.4,3.9,22.7,36.5,32.8,2.2,5.01
"권역별",강원/제주권,474,1.2,3.3,8,44,25.6,12.8,5.1,4.48
"권역별",충청/세종권,1076,0.5,0.5,1.6,15,40.4,39.6,2.4,5.23
"권역별",호남권,722,0.2,0.2,1.9,27.4,33.1,27.6,9.6,5.14
"권역별",대경권,658,0.5,4,4.1,25.2,25.3,36.7,4.2,4.98
"권역별",동남권,1137,0.1,0.5,0.9,12,26.3,52.6,7.6,5.52
"17개 시도별",서울,585,0.5,2.2,4,22.7,37.4,30.6,2.7,4.97
"17개 시도별",부산,430,0.3,0.8,1,8,32,51.6,6.3,5.51
"17개 시도별",대구,294,0.4,4.4,3.2,27.3,32.2,29.7,2.8,4.87
"17개 시도별",인천,297,0.3,0.3,1.9,16.3,39.4,36.3,5.4,5.25
"17개 시도별",광주,254,0,0,2.1,37.8,34.2,19.1,6.8,4.91
"17개 시도별",대전,298,0.7,0.7,2.5,19.8,39.3,33.6,3.4,5.11
"17개 시도별",울산,237,-,0.4,1.1,19.4,27.6,49.5,2,5.31
"17개 시도별",세종,93,-,-,0.8,13.2,44.3,39.7,2,5.29
"17개 시도별",경기,656,0.4,1,4.2,24.2,35.1,33.9,1.2,4.99
"17개 시도별",강원,297,1.2,3.8,5.9,43.8,26.3,13,6,4.53
"17개 시도별",충북,310,0.9,0.7,1.1,14,44.3,37.3,1.8,5.19
"17개 시도별",충남,375,-,0.4,1.4,12.4,38,45.6,2.1,5.33
"17개 시도별",전북,226,-,0.5,1.7,22.2,42,27.7,5.8,5.12
"17개 시도별",전남,242,0.5,-,2,22.9,24.7,34.7,15.2,5.36
"17개 시도별",경북,364,0.6,3.7,4.8,23.6,20,42.1,5.2,5.06
"17개 시도별",경남,470,-,0.3,0.7,13.6,20.5,54.5,10.4,5.59
"17개 시도별",제주,177,1.2,1.9,14.1,44.6,23.4,12.5,2.3,4.34
"장애여부별",해당사항없음,0,-,-,-,-,-,-,-,-
"장애여부별",미등록,0,-,-,-,-,-,-,-,-
"장애여부별",장애등록,0,-,-,-,-,-,-,-,-
