"통계분류(1)",통계분류(2),2019,2019,2019
"통계분류(1)",통계분류(2),표본수,관람 경험 있음,관람 경험 없음
"전체",소계,10102,57.3,42.7
"성별",남성,4889,55.6,44.4
"성별",여성,5213,58.9,41.1
"연령별",15~19세,677,46.9,53.1
"연령별",20대,1573,56,44
"연령별",30대,1640,59.6,40.4
"연령별",40대,1894,61.9,38.1
"연령별",50대,1925,60.5,39.5
"연령별",60대,1335,57,43
"연령별",70세이상,1058,48.9,51.1
"학력별",초졸 이하,1118,45.7,54.3
"학력별",중졸,1096,56.9,43.1
"학력별",고졸,4055,55.9,44.1
"학력별",대졸이상,3833,61.9,38.1
"동거가구원수별",1인,1755,48,52
"동거가구원수별",2인,2680,57.6,42.4
"동거가구원수별",3인이상,5667,58.5,41.5
"혼인상태별",미혼,2962,52.2,47.8
"혼인상태별",기혼,6003,60.6,39.4
"혼인상태별",사별/이혼/기타,1137,48,52
"가구주여부별",가구주,4892,55.5,44.5
"가구주여부별",가구주 아님,5210,58.7,41.3
"종사자지위별",임금.봉급 근로자,3757,60.8,39.2
"종사자지위별",고용원을 둔 사업자,297,61.8,38.2
"종사자지위별",고용원이 없는 자영자,1976,54.6,45.4
"종사자지위별",무급가족종사자,262,54.6,45.4
"종사자지위별",해당없음(무직),3810,55.1,44.9
"가구소득별",100만원 미만,1019,46.8,53.2
"가구소득별",100~200만원,1001,57.2,42.8
"가구소득별",200~300만원,1722,54.5,45.5
"가구소득별",300~400만원,2098,57.8,42.2
"가구소득별",400~500만원,1725,57.9,42.1
"가구소득별",500~600만원,1344,56.9,43.1
"가구소득별",600만원 이상,1193,64.3,35.7
"지역규모별",대도시,4345,56.7,43.3
"지역규모별",중소도시,3336,54.7,45.3
"지역규모별",읍면지역,2421,63.3,36.7
"권역별",수도권,3247,51.4,48.6
"권역별",강원/제주권,740,62.4,37.6
"권역별",충청/세종권,1655,64.6,35.4
"권역별",호남권,1450,72.4,27.6
"권역별",대경권,1891,58.3,41.7
"권역별",동남권,1119,60.4,39.6
"17개 시도별",서울,1208,56.8,43.2
"17개 시도별",부산,707,60.1,39.9
"17개 시도별",대구,621,53.1,46.9
"17개 시도별",인천,651,47.4,52.6
"17개 시도별",광주,465,65.4,34.6
"17개 시도별",대전,464,67,33
"17개 시도별",울산,412,61.5,38.5
"17개 시도별",세종,206,76.2,23.8
"17개 시도별",경기,1388,48.3,51.7
"17개 시도별",강원,443,66.3,33.7
"17개 시도별",충북,469,56.4,43.6
"17개 시도별",충남,516,67.5,32.5
"17개 시도별",전북,475,74.9,25.1
"17개 시도별",전남,510,75.5,24.5
"17개 시도별",경북,606,50.8,49.2
"17개 시도별",경남,664,68.1,31.9
"17개 시도별",제주,297,53.1,46.9
"장애여부별",해당사항없음,9869,57.5,42.5
"장애여부별",미등록,67,53,47
"장애여부별",장애등록,136,44.6,55.4
"장애여부별",무응답,30,29.2,70.8
