"통계분류(1)",통계분류(2),2016,2016,2016,2016,2016,2016,2016
"통계분류(1)",통계분류(2),표본수,지역의 특산물특산품 체험,지역의 전통 역사 체험,공연/문화 예술 체험,지역의 생태 자연 체험,지역 주민과의 화합 어울림,기타
"전체",소계,6315,38.2,34.2,25.6,26.7,29.9,0.6
"성별",남성,3029,38.6,35.1,26.2,26.8,29.8,0.4
"성별",여성,3286,37.7,33.4,25.1,26.5,29.9,0.8
"연령별",15~19세,405,22.7,33.9,35.5,26.3,23.6,0.6
"연령별",20대,908,29.7,33.5,34.9,27.6,25.8,0.7
"연령별",30대,1092,36.2,34.1,31.5,30.3,26.1,0.4
"연령별",40대,1257,40.1,35.2,22.1,30.1,28.7,0.9
"연령별",50대,1203,43.5,34.6,23,25.2,33,0.6
"연령별",60대,774,43.7,34.7,19.8,22.9,35.9,0.6
"연령별",70세이상,676,43.8,32.6,13,18.2,36.5,0
"학력별",초졸 이하,637,43.4,30.5,14.7,21.5,36,0.4
"학력별",중졸,836,37.6,33.7,22.5,22.9,29.5,0.4
"학력별",고졸,2581,39.6,33.7,25.9,25.1,30.2,0.7
"학력별",대졸이상,2261,35.8,35.7,28.6,30.5,28.3,0.6
"동거가구원수별",1인,536,38.5,30.2,23.1,21.9,30.1,0
"동거가구원수별",2인,1529,43.2,33.5,19.7,22.9,36,0.4
"동거가구원수별",3인이상,4250,37,34.6,27.1,27.7,28.5,0.7
"혼인상태별",미혼,1565,28.3,33.5,35.5,26.5,24.7,0.7
"혼인상태별",기혼,4284,41.2,34.7,22.9,27.2,31.5,0.6
"혼인상태별",사별/이혼/기타,466,45.4,30.6,14.5,20.6,33.5,0.1
"가구주여부별",가구주,2714,42,34.4,22.8,27.1,31.9,0.2
"가구주여부별",가구주 아님,3601,35.7,34.1,27.5,26.4,28.5,0.8
"종사자지위별",임금.봉급 근로자,2797,38,34.1,26.3,28,28,0.6
"종사자지위별",고용원을 둔 사업자,146,43,36.4,37.4,25.3,31.9,0
"종사자지위별",고용원이 없는 자영자,895,45.1,34.5,19.4,22.4,36,0.2
"종사자지위별",무급가족종사자,159,51.5,28,27.6,24.5,41.5,0
"종사자지위별",해당없음(무직),2318,34.9,34.5,26,26.6,29.2,0.7
"가구소득별",100만원 미만,416,41.5,28.9,13.3,18.5,34.4,0.2
"가구소득별",100~200만원,644,41.3,31,16.9,20.9,40.5,0.7
"가구소득별",200~300만원,1025,39.6,33.1,23.7,27,31.8,0.9
"가구소득별",300~400만원,1546,37.2,35.3,24.7,27.8,28.5,0.5
"가구소득별",400~500만원,1316,37.4,33.2,27.6,27.8,29.1,1.1
"가구소득별",500~600만원,860,37.8,38.6,27.7,27.9,27.6,0.1
"가구소득별",600만원 이상,508,37.3,32.7,32.3,26.2,27.3,0.3
"지역규모별",대도시,2424,32.3,32.5,29.1,25.6,25.5,0.6
"지역규모별",중소도시,2275,37.4,35,25.6,30.1,30,0.7
"지역규모별",읍면지역,1616,50.3,36,19.3,22.3,37.5,0.3
"권역별",수도권,1801,32.4,35,28,28.5,25.2,0.7
"권역별",강원/제주권,503,23.7,21,27.6,17.2,49.1,0.7
"권역별",충청/세종권,1315,56.9,43.5,17.9,22.4,37.1,0.1
"권역별",호남권,944,43.4,24.6,27.1,41.1,30.6,0.3
"권역별",대경권,552,51.7,14.4,13,8.6,27.2,1.8
"권역별",동남권,1200,33.4,43,29.6,26.9,31.8,0.4
"17개 시도별",서울,575,18.1,42.2,31.6,32.6,23.6,0.4
"17개 시도별",부산,401,32.6,28.9,37.8,24.9,24.3,0.6
"17개 시도별",대구,206,54.8,12.9,6.4,9.9,26,4.9
"17개 시도별",인천,401,52,17.5,27.1,19.8,18.3,0.2
"17개 시도별",광주,284,36.1,12.6,36,23.8,23.8,0
"17개 시도별",대전,349,51.8,46.6,16.7,20.3,33.5,0.5
"17개 시도별",울산,298,29.8,33.3,33.6,17.2,45.2,0.4
"17개 시도별",세종,112,43.7,22.9,34.4,18.3,22,0
"17개 시도별",경기,825,37.1,34.4,25.9,27.8,28,1
"17개 시도별",강원,314,25.5,21.4,25.8,7,53.6,1
"17개 시도별",충북,381,66.2,44.1,19.6,19.9,36.4,0
"17개 시도별",충남,473,54.6,42.7,16,25.9,41,0
"17개 시도별",전북,335,53.8,24.7,31.2,56.8,32.1,0
"17개 시도별",전남,325,38.8,33.4,16.4,38.8,34,0.9
"17개 시도별",경북,346,49.9,15.2,16.9,7.9,27.9,0
"17개 시도별",경남,501,35.4,58.1,21.4,32,33,0.2
"17개 시도별",제주,189,18.9,19.8,32.4,44.8,37.1,0
