"통계분류(1)",통계분류(2),2016,2016,2016,2016,2016,2016,2016,2016,2016
"통계분류(1)",통계분류(2),표본수,매우불만족,불만족,다소불만족,보통,다소만족,만족,매우만족,평균
"전체",소계,6315,0.1,0.5,2,13.9,42.7,35.8,4.9,5.26
"성별",남성,3029,0.1,0.6,1.5,14.5,44.1,33.9,5.3,5.25
"성별",여성,3286,0.1,0.4,2.5,13.3,41.4,37.7,4.5,5.27
"연령별",15~19세,405,0.2,0.9,1.5,13,44.7,35,4.8,5.25
"연령별",20대,908,0.2,0.4,2.3,12,47,33.8,4.2,5.24
"연령별",30대,1092,0.1,0.6,2.6,15.3,42.6,33.8,5,5.21
"연령별",40대,1257,0.1,0.7,1.9,15,41.9,35.8,4.5,5.24
"연령별",50대,1203,0,0.4,2.4,13.2,40.8,36.6,6.6,5.3
"연령별",60대,774,-,0.4,1.4,14.2,42,37,5,5.29
"연령별",70세이상,676,-,0.3,0.9,13.8,41.2,40.8,3,5.31
"학력별",초졸 이하,637,-,0.2,2,15.3,37,40,5.5,5.31
"학력별",중졸,836,0.1,0.1,1.1,12,44.8,36.5,5.3,5.32
"학력별",고졸,2581,0.1,0.5,2,14.5,43,35.6,4.2,5.24
"학력별",대졸이상,2261,0.1,0.7,2.2,13.6,43.1,35,5.3,5.25
"동거가구원수별",1인,536,-,0.9,3.6,16.2,37.8,36.6,5,5.2
"동거가구원수별",2인,1529,0.1,0.3,1.5,15.1,39.8,38.2,4.9,5.29
"동거가구원수별",3인이상,4250,0.1,0.5,2.1,13.6,43.6,35.3,4.9,5.25
"동거가구원수별",3인,0,-,-,-,-,-,-,-,-
"동거가구원수별",4인,0,-,-,-,-,-,-,-,-
"동거가구원수별",5인 이상,0,-,-,-,-,-,-,-,-
"혼인상태별",미혼,1565,0.1,0.6,2.3,13.1,45.7,34.2,3.8,5.22
"혼인상태별",기혼,4284,0.1,0.4,1.9,14.1,42,36.4,5.1,5.27
"혼인상태별",사별/이혼/기타,466,-,1.1,2.1,15.9,37.8,36.4,6.6,5.26
"가구주여부별",가구주,2714,0.1,0.7,1.7,14.9,42.2,34.7,5.8,5.26
"가구주여부별",가구주 아님,3601,0.1,0.4,2.2,13.3,43.1,36.6,4.3,5.26
"종사자지위별",임금.봉급 근로자,2797,0.1,0.6,2.2,14.9,42.4,34.9,4.8,5.23
"종사자지위별",고용원을 둔 사업자,146,-,1.6,1.8,14.6,47.4,30.9,3.6,5.15
"종사자지위별",고용원이 없는 자영자,895,0.1,0.5,1.5,14.9,39.2,37.7,6,5.3
"종사자지위별",무급가족종사자,159,0.3,0.3,4.3,15.6,32.6,38.7,8.3,5.29
"종사자지위별",해당없음(무직),2318,0.1,0.3,1.8,12.2,44.6,36.6,4.4,5.28
"가구소득별",100만원 미만,416,-,0.3,1.4,12.5,39.8,39.5,6.4,5.36
"가구소득별",100~200만원,644,-,0.3,1.5,16.1,37.1,39.9,5.1,5.3
"가구소득별",200~300만원,1025,0.1,0.5,2,16.9,38.8,36.9,4.9,5.24
"가구소득별",300~400만원,1546,0.1,0.3,2,14.5,44,34.3,4.9,5.25
"가구소득별",400~500만원,1316,0.1,0.6,2.4,12.4,43.4,35.6,5.4,5.27
"가구소득별",500~600만원,860,0.2,0.5,1.7,11.8,43.1,37.7,5.1,5.3
"가구소득별",600만원 이상,508,0,1.1,2.3,14.6,47.3,31.9,2.8,5.15
"가구소득별",무응답,0,-,-,-,-,-,-,-,-
"지역규모별",대도시,2424,0,0.3,1.7,11.5,48.3,35.4,2.8,5.25
