"통계분류(1)",통계분류(2),2020,2020,2020
"통계분류(1)",통계분류(2),표본수,관람 경험 있음,관람 경험 없음
"전체",소계,10099,33.6,66.4
"성별",남성,5016,32.8,67.2
"성별",여성,5083,34.4,65.6
"연령별",15~19세,615,27.3,72.7
"연령별",20대,1550,29.8,70.2
"연령별",30대,1638,36.5,63.5
"연령별",40대,1873,38.7,61.3
"연령별",50대,1892,35,65
"연령별",60대,1372,35.4,64.6
"연령별",70세이상,1159,25.4,74.6
"학력별",초졸 이하,1113,28.9,71.1
"학력별",중졸,1115,26.2,73.8
"학력별",고졸,4111,32.8,67.2
"학력별",대졸이상,3760,37.9,62.1
"동거가구원수별",1인,1771,26.3,73.7
"동거가구원수별",2인,2718,35.5,64.5
"동거가구원수별",3인이상,5610,33.8,66.2
"혼인상태별",미혼,3063,28.7,71.3
"혼인상태별",기혼,5799,36.9,63.1
"혼인상태별",사별/이혼/기타,1237,24.1,75.9
"가구주여부별",가구주,4954,33.5,66.5
"가구주여부별",가구주 아님,5145,33.7,66.3
"종사자지위별",임금.봉급 근로자,3901,36.4,63.6
"종사자지위별",고용원을 둔 사업자,314,36.1,63.9
"종사자지위별",고용원이 없는 자영자,1787,33.3,66.7
"종사자지위별",무급가족종사자,245,32.9,67.1
"종사자지위별",해당없음(무직),3852,30.8,69.2
"가구소득별",100만원 미만,929,25.8,74.2
"가구소득별",100~200만원,974,32.5,67.5
"가구소득별",200~300만원,1666,31.1,68.9
"가구소득별",300~400만원,2085,34.7,65.3
"가구소득별",400~500만원,1834,36,64
"가구소득별",500~600만원,1872,34,66
"가구소득별",600만원 이상,739,35.2,64.8
"지역규모별",대도시,4364,32.3,67.7
"지역규모별",중소도시,3787,33.6,66.4
"지역규모별",읍면지역,1948,36.7,63.3
"권역별",수도권,4889,30.9,69.1
"권역별",강원/제주권,435,29,71
"권역별",충청/세종권,1130,38,62
"권역별",호남권,1030,47.8,52.2
"권역별",대경권,1707,33.7,66.3
"권역별",동남권,908,29.7,70.3
"17개 시도별",서울,1928,33.6,66.4
"17개 시도별",부산,686,31.8,68.2
"17개 시도별",대구,491,25,75
"17개 시도별",인천,549,22.1,77.9
"17개 시도별",광주,293,49,51
"17개 시도별",대전,303,36.1,63.9
"17개 시도별",울산,222,23.5,76.5
"17개 시도별",세종,62,47.4,52.6
"17개 시도별",경기,2412,30.8,69.2
"17개 시도별",강원,314,29.1,70.9
"17개 시도별",충북,329,26.4,73.6
"17개 시도별",충남,436,46.7,53.3
"17개 시도별",전북,376,50.2,49.8
"17개 시도별",전남,361,44.3,55.7
"17개 시도별",경북,549,26.7,73.3
"17개 시도별",경남,667,45.9,54.1
"17개 시도별",제주,121,28.6,71.4
"장애여부별",해당사항없음,9565,33.7,66.3
"장애여부별",미등록,324,34.6,65.4
"장애여부별",장애등록,210,26.3,73.7
