"통계분류(1)",통계분류(2),2021,2021,2021,2021,2021,2021,2021
"통계분류(1)",통계분류(2),표본수,지역의 특산물특산품 체험,지역의 전통 역사 체험,공연/문화 예술 체험,지역의 생태 자연 체험,지역 주민과의 화합 어울림,기타
"전체",소계,570,26.8,25.5,24.8,22.4,12.1,1.2
"성별",남성,267,28.3,26.6,27.1,19.9,12.1,0.6
"성별",여성,303,25.6,24.7,22.9,24.4,12.2,1.8
"연령별",15~19세,29,11,26.2,45.6,8.5,15.6,-
"연령별",20대,79,11.9,33.6,28.1,23.8,9,2.1
"연령별",30대,100,25.4,27.2,26.1,28.3,11.2,-
"연령별",40대,111,23.4,23.9,18.6,26.8,14.5,-
"연령별",50대,115,38.4,27.2,22.3,21.4,12.8,2.4
"연령별",60대,94,25.7,23.5,27.9,18.2,12,1
"연령별",70세이상,42,50.8,9.8,16.6,16.3,10.9,4
"학력별",초졸 이하,37,39.3,24.1,16,9,19,-
"학력별",중졸,60,29.2,17.8,27.9,18.6,8.6,3
"학력별",고졸,210,24,26.7,23.4,20,14.5,2.2
"학력별",대졸이상,263,26.9,26.6,26.5,27,10.1,0.2
"동거가구원수별",1인,96,21.9,32.8,14.7,20.2,19.5,3.4
"동거가구원수별",2인,164,32.2,23.4,21.4,24.8,11.6,1.4
"동거가구원수별",3인이상,310,25.4,24.8,29.1,21.7,10.6,0.6
"혼인상태별",미혼,143,14.1,30.9,29.9,17.4,16,1.1
"혼인상태별",기혼,361,32.1,23.8,23.8,24.7,9.8,0.8
"혼인상태별",사별/이혼/기타,66,28,22,18,21.2,15.8,4.3
"가구주여부별",가구주,284,29.9,25.5,22.8,21,14.8,1
"가구주여부별",가구주 아님,286,24.1,25.6,26.6,23.6,9.7,1.5
"종사자지위별",임금.봉급 근로자,248,25.3,26,26.2,25.1,12.3,0.5
"종사자지위별",고용원을 둔 사업자,18,27.5,18.8,13.2,51.3,2.8,-
"종사자지위별",고용원이 없는 자영자,102,32.6,26.7,18.8,13.4,19.7,1.7
"종사자지위별",무급가족종사자,7,39,36.9,11.8,12.3,15.1,-
"종사자지위별",해당없음(무직),195,25.6,24.5,27.5,21,8.6,2.2
"가구소득별",100만원 미만,56,35.8,29.8,12.2,12.2,14.5,4.5
"가구소득별",100~200만원,49,35,24,18.9,27.6,12.3,-
"가구소득별",200~300만원,79,24.3,20.4,27.6,20,18.4,3.2
"가구소득별",300~400만원,115,26.4,30.6,18.4,25.3,10.4,0.8
"가구소득별",400~500만원,93,29.2,25.7,37,22.3,6.3,-
"가구소득별",500~600만원,77,17.5,31.6,24.4,21.1,13.1,-
"가구소득별",600만원 이상,101,27.5,17.1,26.2,24.4,13.6,1.7
"지역규모별",대도시,224,21.3,17.6,23.1,31.6,15.1,0.8
"지역규모별",중소도시,205,24.7,30.7,32.4,17.5,10.3,0.6
"지역규모별",읍면지역,141,42.3,31.2,13.2,13.6,9.9,3.5
"권역별",수도권,164,17.1,30.2,31.2,17,15.2,1.8
"권역별",강원/제주권,71,26.5,48.7,8.1,6.3,15.2,-
"권역별",충청/세종권,103,24.7,23.7,27.3,30.4,8.8,1.8
"권역별",호남권,111,28.1,16.7,16.3,47.1,13,1.1
"권역별",대경권,99,60.2,12.3,16,15.2,4.8,-
"권역별",동남권,22,23.2,5.9,35.8,43.4,1.8,-
"17개 시도별",서울,73,17,24.1,26.3,17.5,23.4,-
"17개 시도별",부산,15,24.9,-,41.4,41.5,-,-
"17개 시도별",대구,23,36.1,7.8,18.7,34.8,10.6,-
"17개 시도별",인천,12,6.7,30.4,24,17,4.9,17
"17개 시도별",광주,60,26,10.7,11.7,68.4,4.4,-
"17개 시도별",대전,28,34.7,6.5,9.8,45,8.3,-
"17개 시도별",울산,7,17.5,25.4,17.4,49.6,7.6,-
"17개 시도별",세종,14,29.3,-,37.2,24.4,15.6,-
"17개 시도별",경기,79,17.8,35,35.5,16.5,9.3,2.2
"17개 시도별",강원,65,27,48.4,7.5,5,15,-
"17개 시도별",충북,21,14,22.8,51.4,15.3,9.3,-
"17개 시도별",충남,40,23.3,40.3,23.1,30.6,7.7,4.5
"17개 시도별",전북,24,33.8,24.8,11,22.6,25.9,5.7
"17개 시도별",전남,27,28.2,23.3,30.3,20.3,21.5,-
"17개 시도별",경북,38,77.5,15,13.5,1.4,2.7,-
"17개 시도별",경남,38,57,12.2,16.9,17.5,3.7,-
"17개 시도별",제주,6,18.6,52.6,18.6,28.4,19.1,-
"장애여부별",해당사항없음,550,26.9,25.6,24.9,22.6,11.9,1.3
"장애여부별",미등록,12,15.7,35.3,27.9,7.2,22.1,-
"장애여부별",장애등록,8,46.5,-,10.6,36.8,16.7,-
