"통계분류(1)",통계분류(2),2018,2018,2018,2018,2018,2018,2018
"통계분류(1)",통계분류(2),표본수,지역의 특산물특산품 체험,지역의 전통 역사 체험,공연/문화 예술 체험,지역의 생태 자연 체험,지역 주민과의 화합 어울림,기타
"전체",소계,6493,37.2,26,28.6,26.8,29.7,0.2
"성별",남성,3147,36.9,25.6,29,28.3,28.4,0.2
"성별",여성,3346,37.5,26.3,28.1,25.4,31,0.2
"연령별",15~19세,386,19.6,23.8,41,19.6,26.2,0.5
"연령별",20대,906,23.7,23.4,45,25,25.1,0.4
"연령별",30대,1018,31,24,36.3,34.1,24.9,0.5
"연령별",40대,1292,40.1,28.1,26,31,28.4,-
"연령별",50대,1329,45.7,26.8,23.4,25.6,29.5,0.1
"연령별",60대,902,46.7,27.6,16.1,22.5,38.3,-
"연령별",70세이상,660,44,26.4,14,19.4,39.6,-
"학력별",초졸 이하,556,50.5,17.8,12.8,16,41.3,-
"학력별",중졸,833,38.1,27.1,22.7,20.8,36.1,-
"학력별",고졸,2645,40.6,25.5,25.9,26.3,30.3,0.2
"학력별",대졸이상,2459,31.7,27.4,35.2,30.6,25.6,0.3
"동거가구원수별",1인,1279,38.1,26.5,23.3,24,34.9,0
"동거가구원수별",2인,1450,46,27.9,19.5,24.9,34.1,0.1
"동거가구원수별",3인이상,3764,34.9,25.4,31.5,27.6,28,0.2
"혼인상태별",미혼,1725,23.8,23.5,43.5,25,24.7,0.6
"혼인상태별",기혼,4003,41.6,26.7,24.3,28.2,30.5,0.1
"혼인상태별",사별/이혼/기타,765,43.5,28,15.7,20.6,39.7,-
"가구주여부별",가구주,3353,41.3,26,24,28.3,31.1,0
"가구주여부별",가구주 아님,3140,33.8,26,32.4,25.6,28.6,0.3
"종사자지위별",임금.봉급 근로자,3137,36.2,27.5,30.7,28.8,27.4,0.2
"종사자지위별",고용원을 둔 사업자,171,37.2,34.1,30.2,35.7,26.3,-
"종사자지위별",고용원이 없는 자영자,1080,44.6,24.2,19.4,26.1,31.1,0
"종사자지위별",무급가족종사자,100,45.6,23.4,16.5,19.8,43.9,-
"종사자지위별",해당없음(무직),2005,35.2,23.8,29.7,23.7,32.3,0.2
"가구소득별",100만원 미만,434,43.5,23.3,15.2,17.2,37.2,-
"가구소득별",100~200만원,699,44.1,25.6,16.6,22.8,33.2,-
"가구소득별",200~300만원,1113,41.7,26.1,19,27.2,35.7,0
"가구소득별",300~400만원,1378,41.1,24.1,24.9,27.2,34.3,0.1
"가구소득별",400~500만원,1388,34,25.7,33.7,26.2,23.8,0.5
"가구소득별",500~600만원,817,33.8,26.5,34.2,28.6,24.3,-
"가구소득별",600만원 이상,664,31.6,29.1,37.8,29.8,29.6,0.3
"지역규모별",대도시,2734,35.2,26.1,30.3,28.5,29.4,0.3
"지역규모별",중소도시,2098,34.2,27,29.5,26.4,29.7,0.1
"지역규모별",읍면지역,1661,47.5,23.6,22.8,24,30.5,0.2
"권역별",수도권,1920,30.5,28,33.9,27.4,26.3,0.3
"권역별",강원/제주권,519,42.9,30.7,36.2,24.9,39.3,0.2
"권역별",충청/세종권,1370,47.7,20.2,25.9,17.3,45.4,0.1
"권역별",호남권,1050,46.5,18.3,14.1,30.6,29.4,0
"권역별",대경권,635,50.6,19.4,28.5,23.5,26.2,0.2
"권역별",동남권,999,33.1,33.1,21.4,34.2,24.4,0
"17개 시도별",서울,740,28.7,30.5,39.9,27.8,28.2,0.7
"17개 시도별",부산,407,36.5,23.8,20.7,42.1,19.4,-
"17개 시도별",대구,270,47.5,20.7,15.7,23.8,43.8,-
"17개 시도별",인천,461,36.3,24.9,31.2,33.6,13.8,-
"17개 시도별",광주,325,45.5,18.4,13.7,21.2,41.3,-
"17개 시도별",대전,367,51.9,16.4,25.1,16.2,54.2,-
"17개 시도별",울산,241,39,41.2,6,25.1,36.3,0.3
"17개 시도별",세종,128,48.7,15.8,40.5,18.9,49.9,-
"17개 시도별",경기,719,30.3,26.8,29.4,25.2,28.6,-
"17개 시도별",강원,322,46.5,33.6,39.9,17,40,0.2
"17개 시도별",충북,373,47.9,18,27.9,21.7,38.1,0.4
"17개 시도별",충남,502,44.8,24.6,23.4,15.1,44,0
"17개 시도별",전북,349,40.3,15.4,14.6,41.6,27.4,0.1
"17개 시도별",전남,376,53.1,20.9,14,28.2,21.4,-
"17개 시도별",경북,365,52.8,18.4,37.9,23.3,13.4,0.3
"17개 시도별",경남,351,26.9,40.1,28.2,28.9,25.4,-
"17개 시도별",제주,197,34.4,23.7,27.7,43.3,37.7,-
"장애여부별",해당사항없음,6321,37.4,26.1,28.7,26.8,29.7,0.2
"장애여부별",미등록,113,25.4,18.2,26.4,27.3,32.6,-
"장애여부별",장애등록,59,46.6,25.7,15.6,25.4,26,-
