"통계분류(1)",통계분류(2),2018,2018,2018
"통계분류(1)",통계분류(2),표본수,관람 경험 있음,관람 경험 없음
"전체",소계,10558,60,40
"성별",남성,5257,58.9,41.1
"성별",여성,5301,61.2,38.8
"연령별",15~19세,754,50.4,49.6
"연령별",20대,1505,58.6,41.4
"연령별",30대,1570,64.4,35.6
"연령별",40대,1964,64.8,35.2
"연령별",50대,2077,60.6,39.4
"연령별",60대,1409,61.1,38.9
"연령별",70세이상,1279,50.5,49.5
"학력별",초졸 이하,1044,50.5,49.5
"학력별",중졸,1438,57.1,42.9
"학력별",고졸,4333,57.9,42.1
"학력별",대졸이상,3743,65.1,34.9
"동거가구원수별",1인,2223,55.9,44.1
"동거가구원수별",2인,2307,59.8,40.2
"동거가구원수별",3인이상,6028,60.6,39.4
"혼인상태별",미혼,3036,55.7,44.3
"혼인상태별",기혼,6173,62.4,37.6
"혼인상태별",사별/이혼/기타,1349,55.7,44.3
"가구주여부별",가구주,5511,60.3,39.7
"가구주여부별",가구주 아님,5047,59.8,40.2
"종사자지위별",임금.봉급 근로자,4829,62.9,37.1
"종사자지위별",고용원을 둔 사업자,283,55,45
"종사자지위별",고용원이 없는 자영자,1763,59.8,40.2
"종사자지위별",무급가족종사자,163,55.4,44.6
"종사자지위별",해당없음(무직),3520,56.9,43.1
"가구소득별",100만원 미만,869,48.8,51.2
"가구소득별",100~200만원,1204,56.4,43.6
"가구소득별",200~300만원,1803,60.7,39.3
"가구소득별",300~400만원,2152,59.9,40.1
"가구소득별",400~500만원,2228,60,40
"가구소득별",500~600만원,1278,61.4,38.6
"가구소득별",600만원 이상,1024,63.8,36.2
"지역규모별",대도시,4551,60.8,39.2
"지역규모별",중소도시,3455,57.6,42.4
"지역규모별",읍면지역,2552,63.2,36.8
"권역별",수도권,3206,58.9,41.1
"권역별",강원/제주권,783,67.2,32.8
"권역별",충청/세종권,1768,78.7,21.3
"권역별",호남권,1584,66.5,33.5
"권역별",대경권,1307,47.7,52.3
"권역별",동남권,1910,52.5,47.5
"17개 시도별",서울,1227,61.4,38.6
"17개 시도별",부산,759,53,47
"17개 시도별",대구,636,42.2,57.8
"17개 시도별",인천,646,73.4,26.6
"17개 시도별",광주,480,68.3,31.7
"17개 시도별",대전,490,78.4,21.6
"17개 시도별",울산,421,56.9,43.1
"17개 시도별",세종,191,68.3,31.7
"17개 시도별",경기,1333,53.6,46.4
"17개 시도별",강원,482,66.5,33.5
"17개 시도별",충북,501,74.1,25.9
"17개 시도별",충남,586,83.8,16.2
"17개 시도별",전북,561,62.7,37.3
"17개 시도별",전남,543,68.9,31.1
"17개 시도별",경북,671,52.7,47.3
"17개 시도별",경남,730,50.3,49.7
"17개 시도별",제주,301,69,31
"장애여부별",해당사항없음,10238,60.1,39.9
"장애여부별",미등록,209,55.9,44.1
"장애여부별",장애등록,111,52.9,47.1
