"통계분류(1)",통계분류(2),2018,2018,2018,2018,2018,2018,2018,2018,2018
"통계분류(1)",통계분류(2),표본수,매우불만족,불만족,다소불만족,보통,다소만족,만족,매우만족,평균
"전체",소계,6493,0,0.3,2.2,18.2,39.4,33.4,6.5,5.23
"성별",남성,3147,0,0.2,2.3,18.8,40,33.1,5.6,5.2
"성별",여성,3346,0.1,0.3,2.2,17.5,38.9,33.8,7.4,5.26
"연령별",15~19세,386,0,0.4,1.9,22.1,37.6,30.8,7.1,5.18
"연령별",20대,906,0.1,0.3,2,15.8,41,32.7,8.1,5.28
"연령별",30대,1018,-,0.2,1.8,18.8,40.1,33.7,5.4,5.21
"연령별",40대,1292,0,0.2,3.1,19.3,38.8,33.7,4.7,5.17
"연령별",50대,1329,0,0.5,2.4,17.9,40.6,32.7,5.8,5.2
"연령별",60대,902,-,0.3,1,18.3,38,34.7,7.8,5.29
"연령별",70세이상,660,-,-,3,16.2,37.3,34.6,9,5.3
"학력별",초졸 이하,556,-,0.5,3.1,20.2,41.9,29.6,4.7,5.11
"학력별",중졸,833,-,0.1,2.6,18.3,37.6,33.7,7.8,5.25
"학력별",고졸,2645,0,0.3,1.9,17.9,42.5,30.8,6.7,5.22
"학력별",대졸이상,2459,0.1,0.3,2.4,18,36.6,36.5,6.2,5.25
"동거가구원수별",1인,1279,0.1,0.1,2.3,14.3,45.1,32.5,5.7,5.24
"동거가구원수별",2인,1450,0.1,0.5,1.9,19.3,37.4,33.6,7.2,5.23
"동거가구원수별",3인이상,3764,0,0.2,2.3,18.3,39.2,33.5,6.4,5.23
"혼인상태별",미혼,1725,0.1,0.3,2.4,17.8,39.8,32.3,7.4,5.23
"혼인상태별",기혼,4003,0,0.3,2,18.6,39,34.2,5.9,5.22
"혼인상태별",사별/이혼/기타,765,-,-,3.6,15.5,42.1,30.2,8.6,5.25
"가구주여부별",가구주,3353,0,0.2,2.7,18.5,39.1,34.1,5.3,5.2
"가구주여부별",가구주 아님,3140,0.1,0.3,1.9,17.8,39.7,32.8,7.5,5.25
"종사자지위별",임금.봉급 근로자,3137,0.1,0.3,2.6,19.1,40.2,31.7,5.9,5.18
"종사자지위별",고용원을 둔 사업자,171,0.2,-,2.5,15,31.6,39.5,11.3,5.41
"종사자지위별",고용원이 없는 자영자,1080,-,0.4,1.9,16.5,38.4,37.2,5.6,5.27
"종사자지위별",무급가족종사자,100,-,1.6,2.4,19.3,29.3,43.4,4,5.23
"종사자지위별",해당없음(무직),2005,0,0.1,1.8,17.7,39.8,33.3,7.3,5.26
"가구소득별",100만원 미만,434,0.1,-,4.4,13.7,40.3,37.4,4.2,5.23
"가구소득별",100~200만원,699,-,0.7,1.6,15.5,40.1,35.6,6.6,5.28
"가구소득별",200~300만원,1113,0,0.2,2.3,21.1,40.6,30.7,5.1,5.15
"가구소득별",300~400만원,1378,0,0.2,2.8,16.4,42.4,31.9,6.3,5.22
"가구소득별",400~500만원,1388,0.1,0.3,1.2,16.9,38.1,36.2,7.2,5.3
"가구소득별",500~600만원,817,-,0.1,2.5,20.5,38.9,32.8,5.2,5.18
"가구소득별",600만원 이상,664,0,0.4,2.6,20.1,36.4,31.8,8.6,5.22
"지역규모별",대도시,2734,0,0.1,1.3,14.7,36.9,39.9,7,5.36
"지역규모별",중소도시,2098,0,0.4,3.8,23.3,40.3,24.4,7.7,5.08
"지역규모별",읍면지역,1661,0.1,0.3,1.3,16.4,43.2,35.5,3.2,5.21
"권역별",수도권,1920,0,0.1,3.2,19.9,35.9,32.9,8,5.22
"권역별",강원/제주권,519,0.2,1.2,4.1,35.9,28.5,26.8,3.3,4.85
"권역별",충청/세종권,1370,0,0.2,1,15.4,45.5,34.3,3.6,5.23
"권역별",호남권,1050,0.1,0.6,0.8,16,38.6,32.3,11.7,5.36
"권역별",대경권,635,-,0.8,2,18.5,38.9,37.8,1.9,5.17
"권역별",동남권,999,-,-,0.7,10,50.6,35,3.8,5.31
"17개 시도별",서울,740,-,0.1,2.1,19.8,30.3,40.1,7.6,5.31
"17개 시도별",부산,407,-,-,0.9,9.6,46.6,38.5,4.3,5.36
"17개 시도별",대구,270,-,-,1.1,15.4,37.9,43.9,1.7,5.3
"17개 시도별",인천,461,0.2,-,0.6,9,48.8,35,6.4,5.37
"17개 시도별",광주,325,-,1.2,-,6.5,35.2,39.8,17.3,5.65
"17개 시도별",대전,367,-,-,1,12,42.2,43,1.9,5.33
"17개 시도별",울산,241,-,-,0.9,10.5,25.8,51.1,11.7,5.62
"17개 시도별",세종,128,-,-,-,7.1,46.1,37.3,9.6,5.49
"17개 시도별",경기,719,-,0.1,5.1,23.5,36.8,25.9,8.7,5.09
"17개 시도별",강원,322,0.2,0.4,2.2,34.1,30.9,29.2,3.1,4.95
"17개 시도별",충북,373,0.1,0.7,1.4,14.5,42.4,34.1,6.9,5.28
"17개 시도별",충남,502,-,-,0.8,19.1,49.7,28.5,1.9,5.11
"17개 시도별",전북,349,0.1,0.4,2.5,25.8,32.5,30.7,8,5.14
"17개 시도별",전남,376,0.1,0.2,-,14.7,46.9,27.6,10.4,5.33
"17개 시도별",경북,365,-,1.5,2.6,20.8,39.7,33.4,2,5.07
"17개 시도별",경남,351,-,-,0.4,10.3,64.6,24.7,0.1,5.14
"17개 시도별",제주,197,0.3,3.2,8.4,40.2,22.9,21.2,3.9,4.61
"장애여부별",해당사항없음,6321,0,0.3,2.2,18.1,39.3,33.5,6.6,5.23
"장애여부별",미등록,113,-,0.5,2.8,18.9,47.9,29.1,0.8,5.05
"장애여부별",장애등록,59,0.3,-,-,26,41.9,29.5,2.3,5.07
