"통계분류(1)",통계분류(2),2021,2021,2021,2021,2021,2021,2021,2021,2021
"통계분류(1)",통계분류(2),표본수,매우불만족,불만족,다소불만족,보통,다소만족,만족,매우만족,평균
"전체",소계,570,0.4,0.5,1.1,21.2,34.9,26.7,15.1,5.3
"성별",남성,267,0.3,0.8,1.3,24.5,35.1,26.8,11.2,5.19
"성별",여성,303,0.5,0.3,1,18.5,34.6,26.7,18.4,5.4
"연령별",15~19세,29,-,-,-,27.3,19.5,28.4,24.8,5.51
"연령별",20대,79,-,-,-,15.6,36.3,26.6,21.4,5.54
"연령별",30대,100,-,1,2.4,15.8,39.5,30.3,11,5.29
"연령별",40대,111,0.9,1.4,3.1,21.6,34,24.9,14,5.17
"연령별",50대,115,0.8,0.5,0.6,23.7,37.9,26.9,9.7,5.17
"연령별",60대,94,0.5,-,-,27.4,33,23.2,15.9,5.26
"연령별",70세이상,42,-,-,-,17.3,29.2,31.2,22.3,5.59
"학력별",초졸 이하,37,-,-,-,21.2,25.5,27.4,25.9,5.58
"학력별",중졸,60,-,-,0.4,17.5,37.2,23.7,21.3,5.48
"학력별",고졸,210,0.8,0.5,0.5,24.1,36.9,22.5,14.8,5.22
"학력별",대졸이상,263,0.2,0.8,1.9,19.7,34,30.8,12.5,5.29
"동거가구원수별",1인,96,0.6,-,3.6,23.3,34.2,21.4,16.9,5.22
"동거가구원수별",2인,164,-,0.9,2.1,23.6,36.4,25.9,11,5.17
"동거가구원수별",3인이상,310,0.6,0.4,-,19.6,34.2,28.5,16.7,5.39
"혼인상태별",미혼,143,-,0.6,1.9,23.2,34.2,23.5,16.6,5.28
"혼인상태별",기혼,361,0.5,0.6,0.3,20.9,36.1,28.9,12.7,5.29
"혼인상태별",사별/이혼/기타,66,0.8,-,3.7,18.5,29.6,22.4,25.1,5.43
"가구주여부별",가구주,284,0.5,0.5,2.3,22.7,34.5,26.4,13.1,5.22
"가구주여부별",가구주 아님,286,0.3,0.5,-,19.9,35.2,27.1,17,5.38
"종사자지위별",임금.봉급 근로자,248,-,0.6,1.2,20.1,36.8,26.4,14.9,5.32
"종사자지위별",고용원을 둔 사업자,18,5.4,-,-,17.9,42,29.6,5.2,5.01
"종사자지위별",고용원이 없는 자영자,102,0.5,1.6,2.8,27.7,41.9,21.1,4.3,4.9
"종사자지위별",무급가족종사자,7,-,-,-,-,27.9,54.5,17.7,5.9
"종사자지위별",해당없음(무직),195,0.5,-,0.1,20.3,28,29.2,21.9,5.51
"가구소득별",100만원 미만,56,1.1,-,-,24.4,27.3,23.4,23.8,5.42
"가구소득별",100~200만원,49,-,-,0.5,29.2,34.6,20,15.6,5.21
"가구소득별",200~300만원,79,0.4,1.4,3,24.4,33.4,28.1,9.3,5.1
"가구소득별",300~400만원,115,-,0.5,1.5,13.1,30.6,28.2,26.1,5.63
"가구소득별",400~500만원,93,1.5,-,-,26.5,33.1,25.5,13.5,5.2
"가구소득별",500~600만원,77,-,-,-,11.6,48.1,27,13.3,5.42
"가구소득별",600만원 이상,101,-,1.4,2.2,26.1,34.1,29.5,6.7,5.08
"지역규모별",대도시,224,0.2,1.1,1.2,16.4,47,21.7,12.5,5.24
"지역규모별",중소도시,205,0.4,-,1.2,24.8,22.4,29.9,21.3,5.44
"지역규모별",읍면지역,141,0.8,0.5,0.7,23.8,35.6,30.6,8,5.17
"권역별",수도권,164,0.2,-,1.4,23,42.4,17.3,15.8,5.22
"권역별",강원/제주권,71,4.1,1.3,-,28.2,35.7,27.3,3.3,4.85
"권역별",충청/세종권,103,-,-,1.9,19.2,18.3,41.2,19.4,5.57
"권역별",호남권,111,-,-,1.4,11,14.2,46.6,26.7,5.86
"권역별",대경권,99,-,1.1,-,21.6,41.7,29.1,6.4,5.17
"권역별",동남권,22,-,7.8,-,26.3,32.2,23.2,10.5,4.95
"17개 시도별",서울,73,-,-,1.4,18.7,66.2,11.1,2.6,4.95
"17개 시도별",부산,15,-,10.1,-,18.8,36.9,20.6,13.6,4.99
"17개 시도별",대구,23,-,5.2,-,11.9,56,22.7,4.3,5.04
"17개 시도별",인천,12,5.1,-,-,4.9,30.3,59.7,-,5.34
"17개 시도별",광주,60,-,-,2.6,9.5,10.2,39.3,38.4,6.01
"17개 시도별",대전,28,-,-,-,22.5,14.7,29,33.8,5.74
"17개 시도별",울산,7,-,-,-,51.1,16.9,31.9,-,4.81
"17개 시도별",세종,14,-,-,4.3,6.9,43.3,39,6.5,5.36
"17개 시도별",경기,79,-,-,1.6,27.6,24.2,19.3,27.4,5.43
"17개 시도별",강원,65,4.3,1.4,-,28.9,35.7,26.2,3.5,4.83
"17개 시도별",충북,21,-,-,-,22.3,10.5,38.7,28.6,5.74
"17개 시도별",충남,40,-,-,3.8,17.4,20.7,51.4,6.6,5.4
"17개 시도별",전북,24,-,-,-,16.1,16.5,56.3,11.2,5.63
"17개 시도별",전남,27,-,-,-,10.4,21.2,54.8,13.6,5.72
"17개 시도별",경북,38,-,-,-,38.2,48.7,5.4,7.7,4.83
"17개 시도별",경남,38,-,-,-,11.4,27.5,54.7,6.3,5.56
"17개 시도별",제주,6,-,-,-,17.8,34.7,47.4,-,5.3
"장애여부별",해당사항없음,550,0.4,0.5,1.1,21.1,35.2,26.2,15.4,5.3
"장애여부별",미등록,12,-,-,-,39.8,29.7,24.9,5.6,4.96
"장애여부별",장애등록,8,-,-,-,-,19.6,71.2,9.2,5.9
